Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Dish3_Name,Dish3_Quantity_Made (kg),Dish3_Quantity_Consumed (kg),Dish3_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
2003-10-01,Monday,Rainy,Chole,41.63,16.83,1.66,Roti,26.2,11.47,0.48,Dal Tadka,12.42,10.78,4.25,Chole,24.7,17.35,2.01,Idli,90.49,53.26,2.62,Dosa,279,0.34,1,High,High,Baingan Bharta,Dinner,189,0.37,144.21,91.98,75.1,6.26,407,11g/4g,Low,Low,2032,Medium,Less intake today,15.1,Roti: 11.47 kg; Dal Tadka: 10.78 kg; Chole: 17.35 kg; Idli: 53.26 kg; Dosa: 279.00 kg
2022-01-27,Tuesday,Sunny,Jalebi,40.09,40.18,3.32,Rajma,28.65,20.99,0.14,Idli,21.47,24.95,3.04,Aloo Gobi,21.64,9.17,0.81,Chole,50.16,41.11,1.96,Gulab Jamun,259,0.24,5,High,High,Aloo Gobi,Breakfast,428,0.38,92.58,53.37,104.6,3.01,381,18g/3g,High,High,2528,Low,Less intake today,21.77,Rajma: 20.99 kg; Idli: 24.95 kg; Aloo Gobi: 9.17 kg; Chole: 41.11 kg; Gulab Jamun: 259.00 kg
1993-03-09,Thursday,Rainy,Baingan Bharta,43.32,34.55,0.75,Jalebi,28.95,14.26,2.08,Paratha,13.85,15.55,2.75,Pav Bhaji,25.93,13.04,0.1,Rajma,74.04,50.72,1.8,Jalebi,362,0.45,3,Low,Low,Rajma,Lunch,494,0.35,82.14,78.32,41.32,9.6,390,13g/2g,High,Low,1067,High,Large intake today,18.51,Jalebi: 14.26 kg; Paratha: 15.55 kg; Pav Bhaji: 13.04 kg; Rajma: 50.72 kg; Jalebi: 362.00 kg
2016-10-02,Saturday,Sunny,Baingan Bharta,49.06,19.86,1.43,Roti,18.08,9.42,1.4,Jalebi,26.29,23.7,4.26,Jalebi,23.72,10.97,2.45,Dal Tadka,59.91,72.63,4.51,Roti,312,0.2,3,Low,Low,Paneer Butter Masala,Dinner,337,0.42,55.48,107.3,96.89,3.81,149,16g/7g,Medium,Medium,1473,Medium,Less intake today,8.43,Roti: 9.42 kg; Jalebi: 23.70 kg; Jalebi: 10.97 kg; Dal Tadka: 72.63 kg; Roti: 312.00 kg
1994-04-05,Monday,Rainy,Pav Bhaji,28.52,33.0,0.79,Aloo Gobi,26.75,10.9,2.1,Naan,13.63,24.3,2.12,Chole,20.0,16.96,0.74,Paneer Butter Masala,73.37,80.1,3.0,Paratha,172,0.48,4,High,Low,Gulab Jamun,Lunch,121,0.44,127.2,78.83,53.51,5.92,452,6g/6g,Medium,Medium,1621,Medium,Perfect meal balance,11.46,Aloo Gobi: 10.90 kg; Naan: 24.30 kg; Chole: 16.96 kg; Paneer Butter Masala: 80.10 kg; Paratha: 172.00 kg
1996-01-06,Tuesday,Sunny,Paneer Butter Masala,20.4,8.97,1.92,Dosa,21.91,15.62,4.4,Jalebi,11.85,22.75,1.59,Idli,29.35,9.3,0.19,Paratha,83.3,82.18,1.73,Gulab Jamun,422,0.38,2,High,Medium,Gulab Jamun,Breakfast,436,0.39,78.94,65.63,78.43,4.29,270,8g/12g,Low,Low,1607,Medium,Perfect meal balance,19.14,Dosa: 15.62 kg; Jalebi: 22.75 kg; Idli: 9.30 kg; Paratha: 82.18 kg; Gulab Jamun: 422.00 kg
1977-10-15,Saturday,Sunny,Dosa,18.11,24.48,1.54,Baingan Bharta,14.5,23.55,0.81,Paneer Butter Masala,28.31,14.91,0.68,Jalebi,25.87,18.63,4.24,Rajma,57.54,84.06,9.7,Aloo Gobi,419,0.46,1,Medium,Low,Idli,Breakfast,453,0.27,92.83,128.5,112.74,7.97,412,14g/11g,Low,Medium,1318,Medium,Perfect meal balance,7.37,Baingan Bharta: 23.55 kg; Paneer Butter Masala: 14.91 kg; Jalebi: 18.63 kg; Rajma: 84.06 kg; Aloo Gobi: 419.00 kg
1971-04-07,Sunday,Rainy,Baingan Bharta,31.19,8.15,4.84,Chole,27.6,11.33,4.26,Dosa,13.58,11.93,4.13,Pav Bhaji,21.74,18.35,1.81,Paratha,61.42,45.92,2.47,Roti,344,0.23,4,Low,Medium,Baingan Bharta,Lunch,168,0.32,106.77,84.36,59.54,3.2,490,9g/3g,High,Medium,1070,Medium,Large intake today,14.5,Chole: 11.33 kg; Dosa: 11.93 kg; Pav Bhaji: 18.35 kg; Paratha: 45.92 kg; Roti: 344.00 kg
2017-10-27,Wednesday,Rainy,Baingan Bharta,24.57,33.39,2.87,Pav Bhaji,11.71,16.45,1.98,Rajma,16.04,15.19,4.48,Dosa,18.7,9.69,4.65,Rajma,89.8,59.98,10.0,Kheer,303,0.49,4,Medium,High,Paneer Butter Masala,Dinner,286,0.36,85.52,85.83,101.25,7.76,134,14g/2g,Medium,Medium,2660,High,Less intake today,18.02,Pav Bhaji: 16.45 kg; Rajma: 15.19 kg; Dosa: 9.69 kg; Rajma: 59.98 kg; Kheer: 303.00 kg
1970-09-18,Friday,Cloudy,Dosa,23.87,17.92,1.45,Gulab Jamun,10.29,17.94,3.75,Paratha,27.31,11.93,2.62,Aloo Gobi,24.01,14.2,4.15,Roti,94.91,78.85,2.93,Pav Bhaji,281,0.3,3,Medium,Low,Rajma,Breakfast,430,0.28,138.95,72.82,75.83,8.03,362,14g/15g,High,Medium,1393,Low,Perfect meal balance,21.45,Gulab Jamun: 17.94 kg; Paratha: 11.93 kg; Aloo Gobi: 14.20 kg; Roti: 78.85 kg; Pav Bhaji: 281.00 kg
1982-01-29,Friday,Sunny,Idli,31.82,36.09,3.34,Paratha,16.95,18.66,4.24,Idli,10.25,15.5,3.61,Jalebi,14.5,15.24,4.56,Jalebi,84.18,66.39,7.55,Dosa,155,0.28,2,Medium,Medium,Jalebi,Breakfast,285,0.31,86.33,51.83,129.48,0.29,285,18g/8g,Medium,High,1124,Medium,Less intake today,11.03,Paratha: 18.66 kg; Idli: 15.50 kg; Jalebi: 15.24 kg; Jalebi: 66.39 kg; Dosa: 155.00 kg
1975-10-17,Saturday,Rainy,Paneer Butter Masala,20.3,34.57,0.5,Idli,29.33,18.31,2.27,Jalebi,16.87,18.44,0.43,Idli,27.41,16.18,2.69,Rajma,77.37,43.65,3.1,Rajma,301,0.3,5,Low,Medium,Aloo Gobi,Breakfast,465,0.24,95.28,104.69,65.06,3.0,237,16g/12g,Medium,High,1641,High,Large intake today,8.95,Idli: 18.31 kg; Jalebi: 18.44 kg; Idli: 16.18 kg; Rajma: 43.65 kg; Rajma: 301.00 kg
1998-07-25,Monday,Cloudy,Jalebi,44.1,7.79,4.07,Rajma,25.65,8.09,3.33,Baingan Bharta,22.79,19.82,0.97,Jalebi,25.58,17.35,3.61,Baingan Bharta,80.9,74.16,9.02,Rajma,418,0.43,4,Medium,Medium,Rajma,Dinner,102,0.49,139.48,114.34,48.08,0.06,389,10g/10g,Medium,Low,2960,Medium,Large intake today,7.66,Rajma: 8.09 kg; Baingan Bharta: 19.82 kg; Jalebi: 17.35 kg; Baingan Bharta: 74.16 kg; Rajma: 418.00 kg
1985-12-20,Saturday,Rainy,Pav Bhaji,22.29,30.18,2.0,Idli,28.26,21.08,4.97,Naan,25.55,11.47,0.65,Kheer,22.16,16.6,2.63,Kheer,55.92,66.44,7.73,Naan,329,0.47,2,Low,High,Naan,Lunch,145,0.28,133.97,121.24,108.22,6.6,167,5g/8g,Low,Medium,1053,Low,Less intake today,14.39,Idli: 21.08 kg; Naan: 11.47 kg; Kheer: 16.60 kg; Kheer: 66.44 kg; Naan: 329.00 kg
1983-05-28,Wednesday,Cloudy,Jalebi,24.36,28.12,2.8,Gulab Jamun,26.66,14.14,1.77,Dosa,23.13,13.46,1.36,Dosa,17.79,17.44,0.26,Kheer,89.52,54.88,7.49,Idli,138,0.39,4,Low,Medium,Rajma,Breakfast,466,0.25,135.15,67.24,43.14,3.43,303,19g/14g,Low,Low,2146,Low,Perfect meal balance,24.8,Gulab Jamun: 14.14 kg; Dosa: 13.46 kg; Dosa: 17.44 kg; Kheer: 54.88 kg; Idli: 138.00 kg
1973-04-24,Saturday,Rainy,Idli,22.93,42.39,0.65,Kheer,15.76,16.05,2.69,Gulab Jamun,13.05,19.84,3.03,Aloo Gobi,24.62,23.88,3.8,Rajma,86.07,70.17,3.19,Naan,288,0.29,1,Medium,High,Kheer,Lunch,428,0.44,129.25,59.76,116.72,1.51,500,16g/6g,Low,Low,1816,High,Less intake today,11.92,Kheer: 16.05 kg; Gulab Jamun: 19.84 kg; Aloo Gobi: 23.88 kg; Rajma: 70.17 kg; Naan: 288.00 kg
1980-01-09,Friday,Sunny,Jalebi,36.17,28.51,2.83,Naan,11.99,18.18,3.36,Aloo Gobi,24.06,8.31,0.04,Rajma,28.23,22.38,0.75,Pav Bhaji,87.88,59.81,8.27,Paneer Butter Masala,458,0.44,4,Medium,Medium,Paratha,Dinner,320,0.38,116.35,133.81,96.47,4.26,161,8g/15g,Low,High,2711,High,Less intake today,12.2,Naan: 18.18 kg; Aloo Gobi: 8.31 kg; Rajma: 22.38 kg; Pav Bhaji: 59.81 kg; Paneer Butter Masala: 458.00 kg
1976-11-03,Monday,Cloudy,Chole,15.5,12.46,1.93,Roti,21.03,14.33,1.42,Roti,12.08,18.18,1.68,Jalebi,26.04,9.49,2.22,Chole,71.15,44.13,1.35,Roti,402,0.31,4,Medium,Medium,Pav Bhaji,Dinner,137,0.33,135.69,87.83,98.13,5.99,418,12g/12g,High,High,2018,High,Less intake today,7.13,Roti: 14.33 kg; Roti: 18.18 kg; Jalebi: 9.49 kg; Chole: 44.13 kg; Roti: 402.00 kg
2014-03-14,Tuesday,Cloudy,Dal Tadka,38.84,23.22,2.39,Roti,10.39,8.36,2.99,Dal Tadka,27.16,8.33,3.34,Rajma,14.72,21.63,1.52,Rajma,69.73,58.28,9.44,Paratha,332,0.22,1,High,Low,Kheer,Breakfast,273,0.35,136.83,107.79,58.16,1.34,193,9g/8g,Medium,High,2624,Low,Perfect meal balance,20.52,Roti: 8.36 kg; Dal Tadka: 8.33 kg; Rajma: 21.63 kg; Rajma: 58.28 kg; Paratha: 332.00 kg
2010-06-09,Thursday,Cloudy,Dosa,39.71,31.07,2.65,Jalebi,23.5,19.31,1.26,Paratha,14.58,13.08,1.14,Rajma,16.57,10.11,1.47,Paneer Butter Masala,65.18,56.61,2.84,Paneer Butter Masala,240,0.43,3,Low,Medium,Gulab Jamun,Breakfast,148,0.28,147.48,65.96,115.76,4.98,453,14g/7g,Low,Medium,1865,Medium,Perfect meal balance,12.45,Jalebi: 19.31 kg; Paratha: 13.08 kg; Rajma: 10.11 kg; Paneer Butter Masala: 56.61 kg; Paneer Butter Masala: 240.00 kg
2023-05-01,Thursday,Cloudy,Dosa,19.11,18.34,4.96,Pav Bhaji,21.02,24.9,4.38,Chole,22.59,22.6,2.43,Paneer Butter Masala,21.79,8.47,2.92,Paneer Butter Masala,71.3,88.87,5.18,Pav Bhaji,155,0.35,4,Medium,Medium,Paratha,Dinner,112,0.28,71.9,101.94,41.56,3.83,240,13g/14g,Medium,High,1604,Medium,Large intake today,18.62,Pav Bhaji: 24.90 kg; Chole: 22.60 kg; Paneer Butter Masala: 8.47 kg; Paneer Butter Masala: 88.87 kg; Pav Bhaji: 155.00 kg
2001-10-10,Monday,Cloudy,Baingan Bharta,19.56,33.71,4.57,Paratha,15.93,9.52,2.28,Paneer Butter Masala,17.13,12.67,4.23,Baingan Bharta,18.16,16.02,3.94,Rajma,54.4,80.79,3.98,Baingan Bharta,278,0.35,3,Low,High,Rajma,Breakfast,252,0.28,131.21,134.4,121.26,4.83,378,15g/6g,Low,Medium,2913,Low,Large intake today,18.69,Paratha: 9.52 kg; Paneer Butter Masala: 12.67 kg; Baingan Bharta: 16.02 kg; Rajma: 80.79 kg; Baingan Bharta: 278.00 kg
1983-02-27,Thursday,Sunny,Chole,19.27,27.02,4.68,Jalebi,24.57,8.47,4.36,Baingan Bharta,11.71,18.53,1.53,Dosa,20.09,17.62,2.71,Jalebi,60.18,50.62,4.72,Gulab Jamun,153,0.44,3,High,High,Idli,Dinner,498,0.25,116.62,102.63,99.52,0.13,416,12g/4g,High,Low,2607,Low,Large intake today,11.59,Jalebi: 8.47 kg; Baingan Bharta: 18.53 kg; Dosa: 17.62 kg; Jalebi: 50.62 kg; Gulab Jamun: 153.00 kg
1971-12-23,Wednesday,Rainy,Dosa,36.31,20.57,0.3,Paneer Butter Masala,23.88,10.54,4.01,Aloo Gobi,15.2,8.76,4.21,Gulab Jamun,19.02,11.11,1.91,Pav Bhaji,81.67,86.83,7.94,Chole,218,0.38,4,Medium,High,Kheer,Dinner,386,0.45,90.65,129.44,51.69,3.05,265,13g/4g,Low,Medium,2774,Low,Perfect meal balance,17.14,Paneer Butter Masala: 10.54 kg; Aloo Gobi: 8.76 kg; Gulab Jamun: 11.11 kg; Pav Bhaji: 86.83 kg; Chole: 218.00 kg
1996-12-12,Sunday,Sunny,Idli,35.3,28.8,0.91,Aloo Gobi,20.65,10.55,2.15,Rajma,10.42,19.94,4.65,Rajma,16.25,15.23,4.8,Dosa,79.71,82.61,4.51,Roti,223,0.32,2,Low,Low,Jalebi,Dinner,446,0.36,73.38,91.5,80.88,3.08,369,9g/5g,Low,High,2292,Medium,Large intake today,13.19,Aloo Gobi: 10.55 kg; Rajma: 19.94 kg; Rajma: 15.23 kg; Dosa: 82.61 kg; Roti: 223.00 kg
2017-05-04,Thursday,Sunny,Gulab Jamun,16.03,38.67,1.75,Naan,10.86,11.27,2.64,Naan,12.91,11.76,1.5,Kheer,25.98,19.8,3.92,Chole,68.51,48.45,0.42,Roti,265,0.44,4,Medium,Medium,Pav Bhaji,Dinner,368,0.48,80.18,131.64,42.05,3.31,496,19g/11g,Low,Medium,2310,Medium,Less intake today,15.52,Naan: 11.27 kg; Naan: 11.76 kg; Kheer: 19.80 kg; Chole: 48.45 kg; Roti: 265.00 kg
1976-07-10,Wednesday,Rainy,Pav Bhaji,21.89,43.67,2.2,Rajma,29.32,14.54,3.93,Aloo Gobi,10.02,20.66,3.7,Baingan Bharta,11.41,17.12,2.06,Naan,65.69,47.43,9.73,Kheer,481,0.28,4,Medium,Medium,Jalebi,Lunch,126,0.28,138.03,124.78,129.02,8.03,159,15g/3g,High,Low,2705,Low,Less intake today,7.37,Rajma: 14.54 kg; Aloo Gobi: 20.66 kg; Baingan Bharta: 17.12 kg; Naan: 47.43 kg; Kheer: 481.00 kg
2016-04-22,Thursday,Sunny,Chole,43.31,38.1,4.2,Pav Bhaji,11.36,20.81,3.62,Aloo Gobi,20.86,8.37,0.24,Kheer,24.79,21.9,3.53,Gulab Jamun,57.95,80.87,0.69,Roti,305,0.31,2,Medium,Low,Roti,Dinner,491,0.37,112.49,66.91,111.96,7.8,248,17g/11g,Medium,Medium,2124,High,Large intake today,8.26,Pav Bhaji: 20.81 kg; Aloo Gobi: 8.37 kg; Kheer: 21.90 kg; Gulab Jamun: 80.87 kg; Roti: 305.00 kg
1980-09-16,Monday,Rainy,Pav Bhaji,38.41,16.56,4.41,Kheer,11.98,22.87,2.83,Jalebi,16.97,18.16,4.65,Paratha,21.54,12.87,3.61,Gulab Jamun,57.01,81.9,9.46,Paneer Butter Masala,262,0.28,5,Medium,Low,Jalebi,Dinner,229,0.41,124.8,94.5,100.35,4.46,142,12g/3g,High,Medium,1272,Medium,Less intake today,12.53,Kheer: 22.87 kg; Jalebi: 18.16 kg; Paratha: 12.87 kg; Gulab Jamun: 81.90 kg; Paneer Butter Masala: 262.00 kg
1995-09-09,Monday,Cloudy,Jalebi,48.66,23.72,4.14,Paratha,12.15,19.39,4.03,Rajma,23.58,17.67,2.83,Dal Tadka,25.26,18.31,2.31,Roti,89.32,58.46,2.36,Dosa,133,0.45,3,Low,High,Kheer,Lunch,173,0.44,143.68,116.21,105.7,1.66,252,18g/10g,Medium,Medium,1236,Low,Less intake today,24.26,Paratha: 19.39 kg; Rajma: 17.67 kg; Dal Tadka: 18.31 kg; Roti: 58.46 kg; Dosa: 133.00 kg
1989-02-22,Tuesday,Rainy,Gulab Jamun,34.44,19.09,4.29,Dosa,16.14,24.61,0.49,Chole,22.53,9.54,3.0,Dal Tadka,28.56,24.27,2.11,Naan,57.16,49.42,1.18,Baingan Bharta,332,0.31,2,High,Low,Paneer Butter Masala,Lunch,438,0.44,106.14,50.99,112.68,7.19,198,10g/7g,Low,Medium,1406,Medium,Less intake today,19.16,Dosa: 24.61 kg; Chole: 9.54 kg; Dal Tadka: 24.27 kg; Naan: 49.42 kg; Baingan Bharta: 332.00 kg
1973-08-01,Tuesday,Rainy,Baingan Bharta,45.65,40.71,4.62,Rajma,20.59,20.7,4.25,Gulab Jamun,15.52,15.73,0.17,Chole,11.98,17.91,4.47,Aloo Gobi,95.22,68.21,1.65,Aloo Gobi,263,0.29,3,High,Medium,Gulab Jamun,Lunch,244,0.45,116.95,138.73,137.3,5.24,387,19g/4g,Low,Medium,2718,Low,Less intake today,17.91,Rajma: 20.70 kg; Gulab Jamun: 15.73 kg; Chole: 17.91 kg; Aloo Gobi: 68.21 kg; Aloo Gobi: 263.00 kg
2011-04-18,Wednesday,Cloudy,Roti,20.17,14.59,2.29,Pav Bhaji,11.26,17.59,3.66,Roti,27.05,22.08,0.26,Naan,15.38,21.23,2.62,Pav Bhaji,76.89,57.93,9.12,Aloo Gobi,231,0.3,1,Medium,Medium,Jalebi,Lunch,236,0.31,68.07,145.02,89.58,2.0,221,15g/4g,Low,High,2752,High,Large intake today,11.39,Pav Bhaji: 17.59 kg; Roti: 22.08 kg; Naan: 21.23 kg; Pav Bhaji: 57.93 kg; Aloo Gobi: 231.00 kg
2005-03-14,Sunday,Cloudy,Gulab Jamun,15.05,20.97,0.48,Chole,13.86,9.13,4.75,Dal Tadka,19.01,10.71,3.8,Gulab Jamun,25.18,21.78,3.38,Dosa,78.0,81.37,9.72,Kheer,350,0.4,3,High,Medium,Paneer Butter Masala,Lunch,375,0.28,78.61,63.27,90.39,3.56,378,8g/10g,High,High,1907,High,Large intake today,21.02,Chole: 9.13 kg; Dal Tadka: 10.71 kg; Gulab Jamun: 21.78 kg; Dosa: 81.37 kg; Kheer: 350.00 kg
1973-09-03,Sunday,Cloudy,Paratha,12.84,8.77,0.8,Kheer,27.89,11.75,3.45,Chole,15.89,11.92,1.31,Paratha,25.94,23.0,1.16,Paratha,88.98,45.96,9.74,Dosa,470,0.22,4,Medium,Medium,Naan,Dinner,382,0.36,76.3,62.36,111.75,7.39,460,10g/15g,High,Medium,2961,High,Large intake today,12.11,Kheer: 11.75 kg; Chole: 11.92 kg; Paratha: 23.00 kg; Paratha: 45.96 kg; Dosa: 470.00 kg
2013-06-12,Sunday,Rainy,Idli,45.28,41.9,1.97,Aloo Gobi,20.74,22.39,1.17,Baingan Bharta,20.72,20.75,0.11,Baingan Bharta,15.23,9.55,3.74,Baingan Bharta,72.85,58.37,1.12,Paratha,371,0.39,2,Low,Medium,Kheer,Breakfast,184,0.31,60.66,54.64,67.77,1.3,178,19g/6g,Medium,High,2011,High,Large intake today,16.78,Aloo Gobi: 22.39 kg; Baingan Bharta: 20.75 kg; Baingan Bharta: 9.55 kg; Baingan Bharta: 58.37 kg; Paratha: 371.00 kg
2022-03-30,Friday,Sunny,Pav Bhaji,33.27,38.54,0.07,Naan,11.31,18.89,3.74,Gulab Jamun,21.16,20.88,0.32,Roti,24.5,9.67,1.21,Jalebi,57.32,67.58,8.97,Gulab Jamun,445,0.27,2,High,High,Paneer Butter Masala,Lunch,291,0.48,123.95,85.55,78.54,4.33,433,7g/5g,Low,Low,1389,High,Perfect meal balance,22.34,Naan: 18.89 kg; Gulab Jamun: 20.88 kg; Roti: 9.67 kg; Jalebi: 67.58 kg; Gulab Jamun: 445.00 kg
2023-07-11,Thursday,Cloudy,Gulab Jamun,44.37,42.25,1.96,Paratha,23.69,20.61,2.83,Paneer Butter Masala,21.91,10.91,0.94,Rajma,13.01,10.24,1.15,Aloo Gobi,89.31,62.41,9.5,Paneer Butter Masala,280,0.23,2,Medium,High,Kheer,Lunch,380,0.35,105.2,54.19,51.92,0.58,128,9g/10g,Medium,Medium,2170,High,Large intake today,16.61,Paratha: 20.61 kg; Paneer Butter Masala: 10.91 kg; Rajma: 10.24 kg; Aloo Gobi: 62.41 kg; Paneer Butter Masala: 280.00 kg
2011-05-28,Friday,Cloudy,Gulab Jamun,21.27,12.36,4.82,Aloo Gobi,16.72,10.62,1.96,Roti,23.53,20.72,2.5,Baingan Bharta,22.2,21.36,0.03,Paneer Butter Masala,86.23,75.65,0.95,Aloo Gobi,111,0.49,2,Low,Medium,Rajma,Lunch,363,0.27,55.16,128.66,127.09,3.97,420,17g/6g,Medium,Low,2037,High,Large intake today,8.87,Aloo Gobi: 10.62 kg; Roti: 20.72 kg; Baingan Bharta: 21.36 kg; Paneer Butter Masala: 75.65 kg; Aloo Gobi: 111.00 kg
1984-11-28,Thursday,Rainy,Kheer,33.07,35.37,0.96,Paneer Butter Masala,15.29,22.18,4.19,Idli,27.47,10.91,4.2,Naan,21.63,11.73,3.29,Baingan Bharta,66.63,50.16,2.76,Kheer,285,0.26,5,High,Low,Rajma,Breakfast,431,0.27,90.29,129.1,55.31,6.67,274,11g/2g,High,Medium,1458,Medium,Perfect meal balance,17.47,Paneer Butter Masala: 22.18 kg; Idli: 10.91 kg; Naan: 11.73 kg; Baingan Bharta: 50.16 kg; Kheer: 285.00 kg
1999-06-24,Friday,Cloudy,Roti,46.18,15.35,3.57,Aloo Gobi,20.03,16.12,2.86,Naan,14.95,9.12,2.11,Kheer,10.19,15.98,1.07,Kheer,90.16,50.15,2.12,Dal Tadka,203,0.22,2,Low,Medium,Paratha,Breakfast,272,0.44,74.18,116.81,100.98,0.89,138,10g/7g,Medium,Medium,1953,Medium,Perfect meal balance,18.23,Aloo Gobi: 16.12 kg; Naan: 9.12 kg; Kheer: 15.98 kg; Kheer: 50.15 kg; Dal Tadka: 203.00 kg
1979-07-01,Saturday,Sunny,Paratha,30.81,17.99,4.31,Baingan Bharta,16.15,18.57,3.22,Paneer Butter Masala,25.48,20.2,1.33,Jalebi,20.61,9.74,1.94,Dal Tadka,73.67,56.46,7.48,Jalebi,319,0.36,3,Medium,Medium,Paratha,Lunch,500,0.31,128.04,67.13,135.02,4.54,193,16g/8g,Medium,Low,2562,Low,Less intake today,10.96,Baingan Bharta: 18.57 kg; Paneer Butter Masala: 20.20 kg; Jalebi: 9.74 kg; Dal Tadka: 56.46 kg; Jalebi: 319.00 kg
2011-12-31,Monday,Cloudy,Naan,48.91,20.6,0.13,Naan,19.46,12.77,4.08,Jalebi,13.53,13.23,3.66,Kheer,11.49,18.61,3.03,Baingan Bharta,56.01,81.39,1.4,Paratha,277,0.31,4,Low,Medium,Dal Tadka,Dinner,171,0.2,99.04,60.6,125.29,4.15,488,17g/10g,Medium,High,1630,Low,Large intake today,9.52,Naan: 12.77 kg; Jalebi: 13.23 kg; Kheer: 18.61 kg; Baingan Bharta: 81.39 kg; Paratha: 277.00 kg
2018-06-12,Friday,Rainy,Gulab Jamun,30.7,44.23,1.52,Jalebi,18.96,17.05,4.2,Kheer,25.0,14.57,1.88,Idli,28.18,21.04,1.64,Pav Bhaji,53.64,83.71,5.53,Dosa,282,0.27,4,Low,Medium,Paneer Butter Masala,Lunch,483,0.28,122.03,64.93,97.5,0.08,122,20g/12g,Low,High,2934,High,Large intake today,17.0,Jalebi: 17.05 kg; Kheer: 14.57 kg; Idli: 21.04 kg; Pav Bhaji: 83.71 kg; Dosa: 282.00 kg
1981-10-24,Wednesday,Rainy,Dosa,38.91,33.1,3.59,Idli,12.14,10.51,2.25,Dal Tadka,18.5,17.64,2.96,Paratha,22.37,9.43,0.61,Chole,76.19,46.77,7.82,Idli,151,0.42,1,Low,Low,Paneer Butter Masala,Lunch,204,0.24,130.25,50.18,65.1,8.46,330,15g/13g,High,Medium,1664,Medium,Large intake today,18.51,Idli: 10.51 kg; Dal Tadka: 17.64 kg; Paratha: 9.43 kg; Chole: 46.77 kg; Idli: 151.00 kg
1992-06-07,Wednesday,Sunny,Chole,47.25,35.12,1.87,Baingan Bharta,13.59,16.86,2.29,Idli,22.31,24.88,2.67,Dal Tadka,13.16,23.6,0.27,Paratha,96.64,68.89,9.84,Idli,365,0.47,5,Medium,High,Aloo Gobi,Lunch,257,0.34,128.98,136.78,109.45,1.14,372,18g/15g,Low,High,2117,Low,Less intake today,19.88,Baingan Bharta: 16.86 kg; Idli: 24.88 kg; Dal Tadka: 23.60 kg; Paratha: 68.89 kg; Idli: 365.00 kg
2019-03-11,Wednesday,Cloudy,Idli,46.18,10.53,1.51,Kheer,15.73,15.53,2.76,Paneer Butter Masala,25.87,23.98,2.49,Idli,11.0,10.77,4.87,Paratha,86.6,58.5,4.54,Dal Tadka,366,0.31,1,High,Medium,Jalebi,Lunch,302,0.37,144.08,53.35,49.37,0.44,167,9g/10g,Medium,Low,2251,High,Perfect meal balance,15.77,Kheer: 15.53 kg; Paneer Butter Masala: 23.98 kg; Idli: 10.77 kg; Paratha: 58.50 kg; Dal Tadka: 366.00 kg
1987-08-11,Thursday,Sunny,Idli,42.21,20.04,0.17,Naan,21.97,13.11,4.02,Jalebi,18.07,23.99,1.85,Jalebi,13.04,19.36,2.58,Jalebi,58.46,68.51,3.91,Rajma,346,0.28,1,Low,Low,Kheer,Dinner,416,0.4,69.74,96.71,128.38,2.95,301,15g/2g,High,Medium,2588,Medium,Less intake today,17.34,Naan: 13.11 kg; Jalebi: 23.99 kg; Jalebi: 19.36 kg; Jalebi: 68.51 kg; Rajma: 346.00 kg
1994-04-03,Thursday,Sunny,Idli,24.78,5.43,4.37,Paneer Butter Masala,11.33,11.82,2.33,Chole,12.33,19.27,3.32,Rajma,24.59,14.13,4.82,Aloo Gobi,60.91,48.18,4.63,Kheer,254,0.29,5,High,Low,Kheer,Dinner,106,0.2,54.91,105.44,75.57,1.17,477,17g/2g,Low,High,2146,High,Large intake today,8.56,Paneer Butter Masala: 11.82 kg; Chole: 19.27 kg; Rajma: 14.13 kg; Aloo Gobi: 48.18 kg; Kheer: 254.00 kg
2005-12-29,Thursday,Sunny,Chole,32.2,44.79,0.1,Roti,26.45,11.74,2.36,Idli,20.27,17.63,2.65,Pav Bhaji,27.43,23.03,2.91,Paneer Butter Masala,99.78,52.71,4.64,Paratha,201,0.29,5,Medium,High,Paratha,Breakfast,405,0.34,109.84,142.59,104.65,4.34,164,19g/7g,High,Low,2474,High,Perfect meal balance,16.97,Roti: 11.74 kg; Idli: 17.63 kg; Pav Bhaji: 23.03 kg; Paneer Butter Masala: 52.71 kg; Paratha: 201.00 kg
