Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Staples2,Staples2_Quantity_Made (kg),Staples2_Quantity_Consumed (kg),Staples2_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
2019-05-20,Monday,Cloudy,Poha,44.13,26.04,3.19,Paneer Butter Masala,28.86,9.22,4.2,Dum Aloo,26.87,13.26,3.12,Rice,73.6,62.54,0.0,Roti,51.47,79.95,9.97,Halwa,246,0.28,5,High,High,Puri Bhaji,Dinner,488,0.35,71.73,134.95,75.35,0.57,366,10g/9g,Low,High,2277,Low,Less intake today,10.55,Paneer Butter Masala: 9.22 kg; Dum Aloo: 13.26 kg; Rice: 62.54 kg; Halwa: Halwa kg
1990-07-03,Wednesday,Cloudy,Idli,13.12,14.82,4.75,Palak Paneer,16.44,23.74,0.23,Baingan Bharta,29.87,17.39,3.39,Paratha,55.04,62.3,9.56,Roti,78.23,56.7,5.44,Halwa,400,0.25,4,Low,Low,Pav Bhaji,Dinner,389,0.44,112.61,107.7,138.16,8.32,351,20g/8g,High,High,1317,Medium,Less intake today,19.57,Palak Paneer: 23.74 kg; Baingan Bharta: 17.39 kg; Paratha: 62.3 kg; Halwa: Halwa kg
2017-05-04,Friday,Cloudy,Dosa,42.03,32.85,3.27,Aloo Gobi,15.7,23.39,1.57,Chole,11.02,24.27,2.6,Rice,85.35,70.16,6.15,Roti,84.43,70.59,5.3,Gulab Jamun,475,0.21,4,Low,Low,Rajma,Dinner,248,0.42,75.95,111.38,138.67,7.2,127,17g/14g,Low,High,1592,High,Perfect meal balance,18.99,Aloo Gobi: 23.39 kg; Chole: 24.27 kg; Rice: 70.16 kg; Gulab Jamun: Gulab Jamun kg
1972-11-22,Tuesday,Rainy,Idli,20.74,28.62,1.87,Aloo Gobi,14.35,24.62,1.42,Pulao,22.65,11.19,0.89,Roti,94.95,62.13,5.53,Rice,94.84,51.9,7.19,Halwa,444,0.24,1,High,High,Dum Aloo,Breakfast,284,0.32,140.16,77.85,81.45,2.71,404,15g/3g,Medium,High,1458,Medium,Perfect meal balance,9.18,Aloo Gobi: 24.62 kg; Pulao: 11.19 kg; Roti: 62.13 kg; Halwa: Halwa kg
1982-12-10,Sunday,Cloudy,Idli,34.69,18.39,3.08,Chole,22.93,13.33,1.24,Aloo Gobi,17.06,14.33,4.95,Paratha,97.2,42.86,0.29,Roti,94.54,44.96,1.9,Halwa,445,0.25,1,Medium,Medium,Palak Paneer,Dinner,301,0.5,65.49,148.72,102.27,5.2,282,14g/9g,High,High,1117,High,Large intake today,7.75,Chole: 13.33 kg; Aloo Gobi: 14.33 kg; Paratha: 42.86 kg; Halwa: Halwa kg
1986-06-15,Saturday,Rainy,Upma,11.59,43.15,2.33,Dal Tadka,16.5,14.97,1.54,Chole,29.18,16.41,0.88,Paratha,58.66,63.5,2.42,Rice,79.98,84.39,2.27,Gulab Jamun,224,0.39,4,High,High,Puri Bhaji,Breakfast,205,0.38,81.78,73.48,103.48,7.18,111,17g/7g,High,High,1429,High,Less intake today,7.71,Dal Tadka: 14.97 kg; Chole: 16.41 kg; Paratha: 63.5 kg; Gulab Jamun: Gulab Jamun kg
1987-01-28,Saturday,Rainy,Pav Bhaji,38.33,11.65,2.91,Palak Paneer,14.7,21.23,3.67,Kadhi Pakora,28.38,9.86,1.09,Paratha,81.9,82.2,8.24,Naan,64.25,57.18,7.13,Kheer,112,0.31,1,Low,Low,Dal Tadka,Lunch,486,0.48,96.64,144.26,138.45,6.72,117,5g/12g,Medium,Medium,2179,High,Less intake today,21.25,Palak Paneer: 21.23 kg; Kadhi Pakora: 9.86 kg; Paratha: 82.2 kg; Kheer: Kheer kg
1996-06-13,Sunday,Cloudy,Pav Bhaji,37.97,10.71,3.16,Pav Bhaji,20.19,15.3,3.02,Dal Tadka,12.06,13.31,0.81,Paratha,53.84,76.76,0.32,Naan,65.37,75.44,0.15,Gulab Jamun,491,0.21,2,Medium,Low,Dum Aloo,Lunch,125,0.3,115.63,142.93,115.1,9.99,411,19g/14g,Low,Low,2737,Medium,Perfect meal balance,21.1,Pav Bhaji: 15.3 kg; Dal Tadka: 13.31 kg; Paratha: 76.76 kg; Gulab Jamun: Gulab Jamun kg
1970-09-08,Saturday,Rainy,Idli,34.19,38.9,3.22,Palak Paneer,21.51,17.07,0.66,Kadhi Pakora,24.71,21.77,1.49,Paratha,82.75,46.41,9.93,Naan,79.43,45.51,9.15,Gulab Jamun,393,0.3,1,Low,Medium,Rajma,Breakfast,213,0.48,51.84,117.15,121.49,2.04,292,12g/11g,High,High,1612,Low,Perfect meal balance,20.98,Palak Paneer: 17.07 kg; Kadhi Pakora: 21.77 kg; Paratha: 46.41 kg; Gulab Jamun: Gulab Jamun kg
2015-07-25,Tuesday,Sunny,Idli,36.5,38.96,1.49,Chole,15.08,20.73,4.32,Dal Tadka,24.02,11.51,3.74,Rice,75.27,54.59,6.83,Roti,79.78,44.72,6.31,Kheer,111,0.41,1,Low,High,Paneer Butter Masala,Breakfast,445,0.38,145.4,131.98,93.75,4.6,346,16g/14g,Low,Low,1592,Low,Less intake today,23.83,Chole: 20.73 kg; Dal Tadka: 11.51 kg; Rice: 54.59 kg; Kheer: Kheer kg
1985-04-01,Monday,Rainy,Poha,31.94,10.51,2.07,Butter Chicken,15.07,21.48,3.91,Gobi Manchurian,22.06,18.01,3.35,Paratha,85.13,86.3,1.33,Rice,75.8,40.55,3.0,Gulab Jamun,262,0.42,1,High,Low,Idli,Breakfast,211,0.37,68.43,106.77,108.77,1.05,278,11g/12g,Medium,High,2761,Low,Perfect meal balance,7.38,Butter Chicken: 21.48 kg; Gobi Manchurian: 18.01 kg; Paratha: 86.3 kg; Gulab Jamun: Gulab Jamun kg
1994-03-15,Tuesday,Sunny,Idli,13.84,33.7,1.65,Aloo Paratha,14.01,17.03,2.49,Dum Aloo,22.38,9.76,2.16,Rice,90.56,73.58,3.98,Naan,77.64,79.92,7.56,Jalebi,445,0.23,4,Low,Low,Shahi Paneer,Breakfast,162,0.3,123.72,109.52,123.27,3.12,139,15g/9g,Low,High,2110,High,Large intake today,20.42,Aloo Paratha: 17.03 kg; Dum Aloo: 9.76 kg; Rice: 73.58 kg; Jalebi: Jalebi kg
1996-12-27,Friday,Sunny,Puri Bhaji,31.29,43.7,0.32,Chole,27.56,9.05,3.9,Dal Tadka,20.46,22.67,0.56,Naan,98.41,54.18,9.23,Roti,96.82,85.82,5.52,Gulab Jamun,290,0.23,2,Low,High,Chole,Lunch,380,0.25,98.82,78.61,78.74,0.29,368,8g/3g,Low,Medium,2926,Low,Large intake today,23.34,Chole: 9.05 kg; Dal Tadka: 22.67 kg; Naan: 54.18 kg; Gulab Jamun: Gulab Jamun kg
1985-11-23,Thursday,Sunny,Upma,18.95,21.44,4.86,Rajma,12.75,10.1,2.72,Dal Tadka,27.35,11.56,0.98,Rice,65.87,53.99,3.66,Roti,70.89,49.89,6.21,Jalebi,472,0.33,2,High,High,Paneer Butter Masala,Lunch,126,0.48,113.57,142.02,47.72,9.04,455,15g/15g,Medium,Medium,1445,Medium,Large intake today,19.76,Rajma: 10.1 kg; Dal Tadka: 11.56 kg; Rice: 53.99 kg; Jalebi: Jalebi kg
1997-11-13,Tuesday,Cloudy,Upma,33.45,15.76,3.14,Chole,20.35,15.18,3.88,Dal Tadka,12.84,21.38,4.8,Roti,92.73,57.75,9.17,Naan,81.67,85.47,7.18,Jalebi,322,0.39,1,Low,High,Shahi Paneer,Dinner,404,0.34,117.18,77.04,85.24,3.06,195,10g/4g,Low,Medium,2990,Medium,Large intake today,22.9,Chole: 15.18 kg; Dal Tadka: 21.38 kg; Roti: 57.75 kg; Jalebi: Jalebi kg
2015-04-26,Friday,Sunny,Dosa,10.58,15.73,1.1,Aloo Paratha,28.51,14.81,1.12,Kadhi Pakora,27.65,10.39,2.38,Roti,69.35,42.17,1.21,Paratha,91.74,67.2,8.49,Kheer,361,0.49,2,High,Medium,Aloo Gobi,Lunch,118,0.47,112.6,101.82,53.94,2.08,376,20g/13g,Low,Low,1634,Low,Large intake today,24.8,Aloo Paratha: 14.81 kg; Kadhi Pakora: 10.39 kg; Roti: 42.17 kg; Kheer: Kheer kg
2018-01-13,Wednesday,Sunny,Idli,18.45,34.4,1.2,Aloo Paratha,19.06,13.39,3.99,Gobi Manchurian,22.95,14.46,1.73,Roti,52.11,80.0,6.08,Naan,88.38,69.76,6.41,Jalebi,400,0.49,4,Medium,Medium,Aloo Paratha,Breakfast,348,0.49,68.13,119.75,54.07,7.33,357,13g/4g,Medium,High,2640,Medium,Less intake today,24.65,Aloo Paratha: 13.39 kg; Gobi Manchurian: 14.46 kg; Roti: 80.0 kg; Jalebi: Jalebi kg
2008-11-25,Saturday,Cloudy,Poha,17.48,29.68,1.45,Dal Tadka,18.41,23.27,2.98,Paneer Butter Masala,13.67,17.78,2.73,Naan,57.91,55.64,8.39,Paratha,81.09,68.88,8.52,Gulab Jamun,107,0.34,2,Low,Medium,Baingan Bharta,Breakfast,447,0.46,125.36,60.14,84.53,2.4,215,6g/15g,Low,Low,2484,High,Less intake today,15.13,Dal Tadka: 23.27 kg; Paneer Butter Masala: 17.78 kg; Naan: 55.64 kg; Gulab Jamun: Gulab Jamun kg
1972-11-08,Thursday,Sunny,Poha,28.02,29.97,2.52,Rajma,21.46,22.23,0.8,Dum Aloo,12.88,11.37,0.88,Rice,54.08,70.13,3.05,Paratha,93.56,87.65,5.0,Halwa,294,0.45,2,High,High,Bhindi Fry,Dinner,102,0.38,111.08,122.26,123.85,0.05,209,15g/2g,Medium,Medium,1551,Medium,Less intake today,18.99,Rajma: 22.23 kg; Dum Aloo: 11.37 kg; Rice: 70.13 kg; Halwa: Halwa kg
2018-01-28,Friday,Rainy,Upma,34.02,5.44,3.81,Butter Chicken,17.8,8.22,4.55,Gobi Manchurian,24.14,23.89,3.07,Rice,96.22,80.4,1.4,Naan,56.83,63.83,8.04,Kheer,496,0.25,4,High,High,Dal Tadka,Dinner,306,0.46,71.37,138.99,111.5,7.24,469,9g/12g,High,Medium,2182,Low,Less intake today,15.66,Butter Chicken: 8.22 kg; Gobi Manchurian: 23.89 kg; Rice: 80.4 kg; Kheer: Kheer kg
1995-03-18,Sunday,Cloudy,Poha,19.59,41.31,4.33,Bhindi Fry,14.82,10.25,2.91,Aloo Gobi,16.81,15.22,4.52,Paratha,66.73,58.58,2.24,Rice,94.59,78.19,0.09,Jalebi,493,0.42,2,Medium,High,Vegetable Biryani,Lunch,404,0.44,106.88,86.27,98.66,2.97,319,8g/5g,Medium,Medium,1293,High,Less intake today,20.66,Bhindi Fry: 10.25 kg; Aloo Gobi: 15.22 kg; Paratha: 58.58 kg; Jalebi: Jalebi kg
2004-08-20,Wednesday,Sunny,Dosa,44.02,40.81,3.52,Chole,14.67,21.31,1.86,Bhindi Fry,13.24,9.18,1.79,Paratha,85.5,44.36,3.86,Naan,54.66,67.19,2.32,Jalebi,210,0.36,5,Medium,High,Poha,Dinner,453,0.37,138.69,56.21,67.38,7.46,458,15g/4g,High,Low,2828,Low,Perfect meal balance,19.77,Chole: 21.31 kg; Bhindi Fry: 9.18 kg; Paratha: 44.36 kg; Jalebi: Jalebi kg
1996-03-31,Thursday,Cloudy,Dosa,47.33,32.05,4.44,Bhindi Fry,15.79,24.47,3.93,Chole,13.15,24.03,2.76,Roti,84.99,44.32,8.7,Naan,88.29,68.74,0.79,Gulab Jamun,249,0.22,1,Low,Low,Dal Tadka,Dinner,456,0.38,149.82,84.05,89.42,6.6,205,7g/15g,Medium,High,2170,Medium,Large intake today,15.14,Bhindi Fry: 24.47 kg; Chole: 24.03 kg; Roti: 44.32 kg; Gulab Jamun: Gulab Jamun kg
1991-07-22,Sunday,Cloudy,Dosa,24.19,14.65,4.22,Aloo Gobi,12.08,12.28,1.67,Baingan Bharta,17.72,20.4,2.93,Roti,55.66,71.51,0.42,Paratha,55.23,80.59,7.6,Jalebi,335,0.29,4,Low,High,Pav Bhaji,Lunch,405,0.49,78.73,114.0,60.4,6.05,127,5g/14g,High,High,2597,Medium,Large intake today,10.45,Aloo Gobi: 12.28 kg; Baingan Bharta: 20.4 kg; Roti: 71.51 kg; Jalebi: Jalebi kg
2008-05-10,Sunday,Rainy,Pav Bhaji,24.49,39.33,1.68,Butter Chicken,21.65,14.83,3.99,Chana Masala,21.5,20.35,0.24,Rice,69.77,77.55,5.23,Naan,50.48,54.39,8.93,Jalebi,244,0.46,4,Medium,Low,Gobi Manchurian,Lunch,435,0.45,60.8,123.67,67.28,9.48,262,20g/13g,Medium,Low,1626,High,Large intake today,8.21,Butter Chicken: 14.83 kg; Chana Masala: 20.35 kg; Rice: 77.55 kg; Jalebi: Jalebi kg
1989-12-16,Wednesday,Sunny,Upma,19.36,17.89,4.53,Aloo Gobi,25.27,22.42,1.72,Dal Tadka,25.47,12.3,3.63,Rice,53.27,88.93,8.62,Naan,83.99,65.9,8.66,Halwa,335,0.35,1,Medium,Low,Chana Masala,Lunch,333,0.39,102.02,105.4,75.48,4.3,312,9g/9g,High,Low,1416,High,Perfect meal balance,5.89,Aloo Gobi: 22.42 kg; Dal Tadka: 12.3 kg; Rice: 88.93 kg; Halwa: Halwa kg
1989-11-06,Monday,Sunny,Idli,26.85,26.17,0.16,Methi Thepla,18.96,11.97,2.53,Pulao,20.65,11.47,4.04,Roti,57.81,74.21,0.04,Rice,76.38,41.75,5.16,Kheer,334,0.37,3,Low,Low,Aloo Gobi,Lunch,166,0.34,139.07,110.58,42.56,6.21,478,20g/14g,High,High,1497,Low,Less intake today,9.55,Methi Thepla: 11.97 kg; Pulao: 11.47 kg; Roti: 74.21 kg; Kheer: Kheer kg
1992-10-17,Sunday,Cloudy,Upma,20.05,16.1,4.28,Pav Bhaji,18.42,20.51,1.22,Pulao,17.73,20.74,0.6,Naan,94.75,61.41,4.81,Paratha,84.54,60.0,4.47,Jalebi,228,0.29,4,Low,Medium,Pav Bhaji,Breakfast,122,0.3,98.23,137.51,45.98,1.65,205,19g/15g,High,Medium,2384,Medium,Large intake today,10.33,Pav Bhaji: 20.51 kg; Pulao: 20.74 kg; Naan: 61.41 kg; Jalebi: Jalebi kg
1997-11-27,Wednesday,Sunny,Upma,39.44,33.72,0.03,Aloo Paratha,24.43,10.46,3.35,Pulao,11.16,21.54,4.24,Rice,54.09,44.35,0.3,Roti,88.03,60.29,6.52,Gulab Jamun,292,0.2,4,Medium,Low,Vegetable Biryani,Breakfast,488,0.41,85.46,101.6,115.78,3.72,434,13g/8g,Medium,Medium,2108,Low,Large intake today,12.34,Aloo Paratha: 10.46 kg; Pulao: 21.54 kg; Rice: 44.35 kg; Gulab Jamun: Gulab Jamun kg
2014-06-27,Saturday,Cloudy,Upma,49.78,29.8,4.25,Paneer Butter Masala,17.76,16.25,1.76,Chana Masala,12.87,15.93,1.43,Paratha,67.33,63.56,1.67,Rice,54.33,58.26,4.32,Jalebi,353,0.43,5,Low,High,Pulao,Dinner,399,0.41,107.36,118.2,98.21,2.9,251,14g/14g,Low,Low,2471,High,Large intake today,6.09,Paneer Butter Masala: 16.25 kg; Chana Masala: 15.93 kg; Paratha: 63.56 kg; Jalebi: Jalebi kg
2009-12-19,Sunday,Rainy,Puri Bhaji,28.43,9.61,0.2,Aloo Paratha,15.21,15.57,1.54,Chana Masala,21.05,15.48,4.71,Rice,71.58,60.09,8.62,Paratha,80.42,52.99,0.96,Kheer,157,0.23,2,Medium,Low,Paneer Butter Masala,Breakfast,394,0.32,101.84,78.59,132.95,2.86,363,6g/11g,High,Low,1433,Medium,Large intake today,8.42,Aloo Paratha: 15.57 kg; Chana Masala: 15.48 kg; Rice: 60.09 kg; Kheer: Kheer kg
2005-07-23,Thursday,Sunny,Poha,13.62,8.1,4.54,Palak Paneer,17.08,21.54,0.7,Baingan Bharta,12.02,24.7,1.24,Paratha,92.13,77.06,3.72,Rice,86.72,61.24,7.18,Gulab Jamun,165,0.33,5,Medium,High,Pulao,Lunch,459,0.38,137.16,121.08,72.08,8.7,421,13g/7g,Low,High,1035,Low,Perfect meal balance,18.91,Palak Paneer: 21.54 kg; Baingan Bharta: 24.7 kg; Paratha: 77.06 kg; Gulab Jamun: Gulab Jamun kg
2013-08-29,Thursday,Cloudy,Pav Bhaji,28.56,30.59,4.23,Paneer Butter Masala,28.47,20.29,0.39,Dum Aloo,13.09,9.91,2.77,Naan,88.26,50.22,6.12,Rice,72.06,70.89,2.64,Gulab Jamun,283,0.25,3,High,Medium,Baingan Bharta,Dinner,370,0.4,95.58,132.26,85.88,5.53,204,11g/6g,Low,High,1406,High,Large intake today,23.39,Paneer Butter Masala: 20.29 kg; Dum Aloo: 9.91 kg; Naan: 50.22 kg; Gulab Jamun: Gulab Jamun kg
2010-10-30,Monday,Cloudy,Upma,26.01,40.17,1.26,Rajma,12.15,22.25,1.49,Bhindi Fry,22.28,13.95,2.22,Naan,70.53,80.92,2.53,Rice,99.46,74.49,1.13,Halwa,270,0.32,1,High,Low,Dal Tadka,Dinner,363,0.24,111.82,58.9,124.09,8.41,200,17g/10g,High,Low,2996,Low,Perfect meal balance,10.82,Rajma: 22.25 kg; Bhindi Fry: 13.95 kg; Naan: 80.92 kg; Halwa: Halwa kg
1999-07-06,Tuesday,Rainy,Poha,10.03,22.83,3.01,Rajma,12.33,12.29,2.38,Chole,15.42,16.33,3.23,Paratha,64.72,53.17,7.53,Naan,97.04,74.86,4.65,Jalebi,469,0.27,3,High,High,Rajma,Breakfast,199,0.31,110.9,80.21,56.67,5.9,165,13g/8g,High,Low,2194,High,Less intake today,21.87,Rajma: 12.29 kg; Chole: 16.33 kg; Paratha: 53.17 kg; Jalebi: Jalebi kg
1988-07-13,Tuesday,Rainy,Puri Bhaji,46.33,16.22,3.34,Methi Thepla,18.6,20.41,1.66,Paneer Butter Masala,20.37,18.19,2.42,Rice,99.25,62.91,4.37,Roti,70.71,81.85,4.4,Kheer,398,0.42,2,High,High,Vegetable Biryani,Breakfast,279,0.43,70.9,74.28,92.94,7.54,443,17g/12g,High,Low,2276,Low,Less intake today,6.49,Methi Thepla: 20.41 kg; Paneer Butter Masala: 18.19 kg; Rice: 62.91 kg; Kheer: Kheer kg
1998-09-18,Sunday,Sunny,Upma,32.38,8.23,1.6,Pav Bhaji,23.4,9.34,4.03,Gobi Manchurian,21.62,18.1,4.59,Rice,78.13,56.36,7.95,Roti,68.15,72.96,7.1,Jalebi,109,0.45,4,High,High,Aloo Paratha,Lunch,478,0.45,71.27,112.26,99.06,9.42,192,5g/2g,Medium,Medium,1329,Medium,Large intake today,7.41,Pav Bhaji: 9.34 kg; Gobi Manchurian: 18.1 kg; Rice: 56.36 kg; Jalebi: Jalebi kg
2008-04-12,Saturday,Cloudy,Pav Bhaji,47.72,28.38,3.37,Rajma,19.33,16.18,2.56,Chole,25.8,10.04,4.14,Naan,73.08,70.45,6.99,Rice,74.7,61.56,8.75,Gulab Jamun,171,0.49,5,Low,High,Malai Kofta,Breakfast,208,0.46,75.88,147.89,119.11,1.99,499,10g/2g,High,Medium,1710,High,Large intake today,12.6,Rajma: 16.18 kg; Chole: 10.04 kg; Naan: 70.45 kg; Gulab Jamun: Gulab Jamun kg
2017-07-13,Saturday,Cloudy,Puri Bhaji,34.65,32.44,1.11,Chole,20.28,13.46,4.12,Paneer Butter Masala,25.89,18.24,2.31,Paratha,70.46,45.74,8.08,Naan,63.72,81.7,8.15,Halwa,272,0.42,3,Low,Low,Aloo Gobi,Lunch,224,0.37,82.61,70.71,111.2,0.92,215,17g/3g,Low,Low,2222,Low,Perfect meal balance,19.96,Chole: 13.46 kg; Paneer Butter Masala: 18.24 kg; Paratha: 45.74 kg; Halwa: Halwa kg
1979-03-29,Thursday,Rainy,Puri Bhaji,49.52,7.63,4.53,Rajma,24.91,9.44,3.07,Chole,27.84,16.47,2.24,Paratha,59.49,71.99,2.44,Naan,82.24,78.92,0.31,Gulab Jamun,408,0.4,5,Low,High,Aloo Gobi,Lunch,155,0.32,112.05,81.65,106.3,7.73,132,14g/8g,Medium,Medium,2995,Medium,Less intake today,10.95,Rajma: 9.44 kg; Chole: 16.47 kg; Paratha: 71.99 kg; Gulab Jamun: Gulab Jamun kg
2021-01-24,Saturday,Rainy,Pav Bhaji,29.74,21.67,4.26,Palak Paneer,16.91,23.65,2.87,Baingan Bharta,17.4,16.04,4.17,Rice,93.12,66.33,3.55,Roti,54.01,86.41,0.53,Gulab Jamun,403,0.39,3,Low,Medium,Dal Tadka,Lunch,421,0.43,65.71,124.75,89.51,2.21,196,16g/10g,Low,Low,1102,Medium,Less intake today,23.53,Palak Paneer: 23.65 kg; Baingan Bharta: 16.04 kg; Rice: 66.33 kg; Gulab Jamun: Gulab Jamun kg
2004-06-03,Monday,Cloudy,Poha,24.04,10.15,1.61,Paneer Butter Masala,12.81,17.88,2.71,Chana Masala,19.1,20.05,3.71,Roti,58.23,50.79,8.72,Rice,64.74,69.34,6.57,Gulab Jamun,242,0.23,4,Low,Low,Upma,Dinner,270,0.28,108.66,62.34,69.86,6.59,284,5g/7g,High,Medium,1433,Low,Large intake today,14.21,Paneer Butter Masala: 17.88 kg; Chana Masala: 20.05 kg; Roti: 50.79 kg; Gulab Jamun: Gulab Jamun kg
1982-11-23,Saturday,Rainy,Poha,13.86,35.16,0.67,Palak Paneer,29.24,24.16,2.85,Chole,28.71,23.77,3.1,Roti,77.93,87.76,1.17,Naan,82.81,76.89,5.4,Gulab Jamun,245,0.21,3,Medium,Low,Bhindi Fry,Breakfast,491,0.48,129.87,53.05,121.65,7.98,375,10g/3g,High,Low,2808,High,Less intake today,18.21,Palak Paneer: 24.16 kg; Chole: 23.77 kg; Roti: 87.76 kg; Gulab Jamun: Gulab Jamun kg
1980-02-09,Wednesday,Rainy,Poha,40.12,5.41,1.91,Butter Chicken,22.69,22.12,2.88,Dum Aloo,23.64,19.29,2.98,Paratha,85.53,62.98,3.42,Roti,89.99,79.08,0.28,Gulab Jamun,286,0.36,2,Low,Low,Poha,Dinner,400,0.3,141.59,98.49,87.31,7.99,176,15g/4g,Low,High,1699,High,Large intake today,5.84,Butter Chicken: 22.12 kg; Dum Aloo: 19.29 kg; Paratha: 62.98 kg; Gulab Jamun: Gulab Jamun kg
2016-01-06,Friday,Sunny,Poha,44.33,9.47,2.26,Chole,16.34,23.45,2.41,Pulao,22.95,17.57,4.18,Rice,65.94,52.82,4.49,Naan,85.72,65.28,1.91,Gulab Jamun,324,0.36,3,Low,Medium,Kadhi Pakora,Breakfast,346,0.37,52.2,148.4,47.03,1.26,132,6g/11g,High,High,1253,Low,Less intake today,8.34,Chole: 23.45 kg; Pulao: 17.57 kg; Rice: 52.82 kg; Gulab Jamun: Gulab Jamun kg
1980-12-28,Monday,Sunny,Idli,25.9,27.28,0.61,Methi Thepla,13.57,8.3,2.38,Paneer Butter Masala,22.87,12.15,4.91,Roti,59.82,84.15,4.9,Paratha,88.11,63.18,6.37,Gulab Jamun,312,0.28,2,High,Medium,Aloo Paratha,Lunch,386,0.35,78.62,65.76,50.64,2.2,158,7g/6g,Medium,High,1618,High,Perfect meal balance,21.36,Methi Thepla: 8.3 kg; Paneer Butter Masala: 12.15 kg; Roti: 84.15 kg; Gulab Jamun: Gulab Jamun kg
2008-01-24,Tuesday,Sunny,Poha,33.05,11.56,3.42,Butter Chicken,17.22,10.31,0.2,Dal Tadka,24.1,14.74,0.4,Rice,91.93,84.03,2.47,Roti,64.24,61.1,0.62,Jalebi,198,0.45,3,Medium,Low,Dal Tadka,Dinner,185,0.35,109.92,74.43,118.45,4.88,252,19g/3g,High,Medium,1402,Medium,Less intake today,13.3,Butter Chicken: 10.31 kg; Dal Tadka: 14.74 kg; Rice: 84.03 kg; Jalebi: Jalebi kg
1990-07-18,Tuesday,Rainy,Poha,46.1,38.69,0.5,Rajma,13.12,18.32,0.31,Bhindi Fry,29.36,10.68,4.36,Rice,89.79,47.84,1.54,Roti,83.4,77.51,9.2,Jalebi,219,0.47,5,High,Low,Dal Tadka,Dinner,469,0.41,68.2,137.7,87.5,9.94,140,20g/11g,High,Low,1114,High,Large intake today,23.77,Rajma: 18.32 kg; Bhindi Fry: 10.68 kg; Rice: 47.84 kg; Jalebi: Jalebi kg
2002-05-21,Sunday,Rainy,Poha,41.85,16.73,4.04,Methi Thepla,20.81,8.8,2.32,Dal Tadka,11.76,22.52,4.5,Rice,62.56,51.06,0.23,Naan,66.03,76.06,6.4,Kheer,355,0.36,1,Medium,Low,Aloo Paratha,Breakfast,238,0.38,145.09,99.68,99.19,6.47,486,13g/11g,High,Low,2464,High,Less intake today,15.04,Methi Thepla: 8.8 kg; Dal Tadka: 22.52 kg; Rice: 51.06 kg; Kheer: Kheer kg
1977-09-02,Saturday,Sunny,Puri Bhaji,10.86,44.86,4.38,Chole,11.89,20.71,0.7,Dum Aloo,27.16,14.35,2.15,Rice,85.37,82.86,1.24,Roti,99.87,78.98,2.04,Jalebi,298,0.24,4,Medium,Medium,Mutter Paneer,Breakfast,154,0.49,123.7,72.26,88.56,7.5,229,11g/14g,Medium,Low,1674,Low,Large intake today,24.97,Chole: 20.71 kg; Dum Aloo: 14.35 kg; Rice: 82.86 kg; Jalebi: Jalebi kg
1992-08-15,Tuesday,Rainy,Puri Bhaji,29.94,23.97,2.31,Chole,28.81,10.44,3.33,Baingan Bharta,20.28,22.12,3.58,Rice,89.92,69.89,8.11,Paratha,77.15,45.9,5.68,Halwa,442,0.44,5,Medium,Medium,Methi Thepla,Breakfast,242,0.3,113.33,103.27,119.02,5.12,357,19g/7g,Medium,Low,2315,Medium,Large intake today,24.29,Chole: 10.44 kg; Baingan Bharta: 22.12 kg; Rice: 69.89 kg; Halwa: Halwa kg
1993-11-17,Wednesday,Sunny,Idli,35.62,35.14,4.21,Chole,28.17,15.22,4.15,Bhindi Fry,21.04,21.48,3.11,Paratha,53.47,53.12,4.2,Roti,64.73,84.12,7.06,Kheer,296,0.28,5,Low,Low,Rajma,Breakfast,449,0.38,70.6,89.13,128.06,3.57,124,11g/8g,Medium,Medium,1335,Medium,Less intake today,17.74,Chole: 15.22 kg; Bhindi Fry: 21.48 kg; Paratha: 53.12 kg; Kheer: Kheer kg
2007-02-01,Friday,Sunny,Upma,11.04,42.17,1.96,Pav Bhaji,12.79,17.67,2.81,Kadhi Pakora,11.05,24.04,4.95,Roti,56.18,51.6,6.98,Naan,85.79,42.24,1.46,Jalebi,263,0.42,2,Low,Medium,Kadai Paneer,Dinner,407,0.3,145.11,133.86,101.28,0.14,445,20g/13g,Low,Medium,1947,Low,Large intake today,12.81,Pav Bhaji: 17.67 kg; Kadhi Pakora: 24.04 kg; Roti: 51.6 kg; Jalebi: Jalebi kg
