Date,Weekday/Weekend,Holiday Flag,Meal Time,Meal Type,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Meal Variability Score,Cost per Meal (INR),Total Meal Cost (INR),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Diner Age Group,Vegetarian Meal Ratio,Leftovers Feedback,Hygiene Rating,Previous Day Leftover Used,Diner Feedback,Feedback Sentiment,Food Shortage Flag,Leftover Repurposed Flag,Suggestions
2024-02-23,Weekday,No,Dinner,Dietary,104,104,34.98,28.56,319,4,15.02,1562.08,6.42,No Event,2,High Waste,4.83,4.39,Rainy,Youth,0.23,Average,8,Yes,Good food,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-02-04,Weekend,Yes,Dinner,Special,259,234,36.63,26.44,217,2,32.78,7670.52,10.19,Sports Day,3,High Waste,3.47,1.82,Windy,Adults,0.46,Good,10,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-19,Weekend,Yes,Breakfast,Special,213,212,39.36,36.79,259,4,38.0,8056.0,2.57,Sports Day,5,Minimal Waste,1.19,0.77,Cloudy,Elderly,0.63,Good,8,Yes,Average experience,Neutral,No,No,Increase portions slightly for high energy consumption.
2024-06-01,Weekend,Yes,Breakfast,Regular,239,213,51.68,36.03,326,5,22.43,4777.59,15.65,Sports Day,4,High Waste,1.31,0.99,Rainy,Youth,0.73,Average,10,No,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-04-10,Weekday,Yes,Lunch,Regular,129,138,68.77,59.78,253,2,14.85,2049.3,8.99,Holiday,3,Moderate Waste,0.6,0.53,Cloudy,Adults,0.66,Poor,7,Yes,Good food,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-08-16,Weekday,Yes,Lunch,Dietary,201,217,45.35,27.9,238,4,17.51,3799.67,17.45,Sports Day,4,Moderate Waste,2.18,0.19,Cloudy,Elderly,0.43,Poor,8,No,Good food,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-10-18,Weekday,No,Lunch,Dietary,228,205,66.16,43.38,252,3,44.35,9091.75,22.78,Staff Meeting,4,Minimal Waste,2.75,0.12,Windy,Elderly,0.55,Poor,9,Yes,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-05-27,Weekday,Yes,Breakfast,Dietary,155,168,35.63,34.0,291,1,43.71,7343.28,1.63,No Event,3,Moderate Waste,2.06,0.42,Windy,Youth,0.23,Good,8,No,Tasty but less,Positive,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-05-21,Weekday,No,Breakfast,Regular,182,187,53.7,31.56,243,5,41.5,7760.5,22.14,Staff Meeting,5,High Waste,4.01,3.35,Rainy,Adults,0.21,Average,10,Yes,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-19,Weekday,Yes,Lunch,Special,167,174,47.16,27.58,287,2,11.41,1985.34,19.58,No Event,2,High Waste,1.02,0.32,Sunny,Youth,0.67,Average,7,Yes,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-23,Weekday,No,Breakfast,Regular,194,195,49.97,36.05,215,5,48.37,9432.15,13.92,Holiday,2,Minimal Waste,1.76,0.24,Cloudy,Adults,0.45,Poor,7,No,Needs improvement,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-10-26,Weekend,No,Breakfast,Regular,187,176,48.0,29.03,240,5,33.1,5825.6,18.97,Holiday,5,Moderate Waste,4.73,3.15,Windy,Adults,0.43,Average,8,Yes,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-08-09,Weekday,No,Breakfast,Regular,199,210,69.87,42.43,234,1,49.88,10474.8,27.44,Sports Day,5,High Waste,0.17,0.1,Sunny,Youth,0.59,Average,7,Yes,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-17,Weekend,Yes,Dinner,Dietary,122,137,43.91,32.09,309,2,37.64,5156.68,11.82,Staff Meeting,5,Minimal Waste,3.8,2.15,Cloudy,Elderly,0.3,Good,7,No,Average experience,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-03-20,Weekday,No,Dinner,Regular,207,193,51.65,43.94,278,5,22.49,4340.57,7.71,Holiday,5,High Waste,2.02,0.58,Windy,Elderly,0.71,Average,10,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-28,Weekday,No,Dinner,Regular,146,135,36.39,27.02,258,1,49.51,6683.85,9.37,Holiday,2,Minimal Waste,1.03,0.79,Cloudy,Adults,0.23,Average,10,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-10-31,Weekday,Yes,Breakfast,Dietary,161,170,41.86,25.23,247,3,26.21,4455.7,16.63,Staff Meeting,1,High Waste,2.24,1.79,Sunny,Youth,0.33,Average,10,Yes,Good food,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-09-04,Weekday,No,Dinner,Special,174,168,32.52,27.92,211,1,48.85,8206.8,4.6,Staff Meeting,5,Moderate Waste,2.13,1.29,Windy,Elderly,0.28,Poor,7,Yes,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-06-17,Weekday,No,Breakfast,Special,154,154,58.87,42.1,227,3,43.49,6697.46,16.77,Staff Meeting,3,Moderate Waste,0.68,0.48,Rainy,Elderly,0.74,Poor,7,No,Needs improvement,Neutral,No,Yes,Consider offering warm food options.
2024-05-11,Weekend,No,Breakfast,Dietary,180,160,63.46,53.24,205,2,37.18,5948.8,10.22,Holiday,1,High Waste,4.09,0.89,Windy,Adults,0.36,Poor,9,No,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-02-12,Weekday,No,Lunch,Dietary,231,232,62.47,61.52,324,5,26.97,6257.04,0.95,Sports Day,4,High Waste,4.87,3.43,Rainy,Youth,0.25,Average,9,Yes,Tasty but less,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-02-28,Weekday,Yes,Lunch,Dietary,104,104,61.77,27.96,229,4,15.05,1565.2,33.81,No Event,5,Moderate Waste,0.54,0.12,Windy,Youth,0.36,Good,9,No,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-09-26,Weekday,Yes,Dinner,Regular,194,170,31.69,30.39,293,1,29.97,5094.9,1.3,Staff Meeting,5,Minimal Waste,1.58,1.43,Windy,Youth,0.64,Average,9,No,Tasty but less,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-06-15,Weekend,Yes,Breakfast,Regular,134,127,34.99,26.26,315,1,17.1,2171.7,8.73,Sports Day,3,High Waste,2.6,1.0,Windy,Youth,0.32,Good,9,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-24,Weekday,No,Dinner,Dietary,244,241,67.84,50.18,264,3,21.05,5073.05,17.66,Staff Meeting,4,High Waste,4.87,0.3,Sunny,Youth,0.6,Average,8,Yes,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-09-30,Weekday,No,Breakfast,Special,151,142,56.62,44.43,215,1,48.29,6857.18,12.19,Holiday,1,Moderate Waste,1.65,1.61,Cloudy,Adults,0.42,Good,9,No,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-06-12,Weekday,No,Dinner,Dietary,186,175,55.9,48.37,282,4,45.8,8015.0,7.53,Sports Day,2,Moderate Waste,4.02,3.16,Sunny,Youth,0.44,Poor,8,Yes,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-05-03,Weekday,Yes,Breakfast,Regular,114,123,57.27,37.24,344,1,24.47,3009.81,20.03,Staff Meeting,5,High Waste,3.17,3.15,Windy,Adults,0.56,Good,10,Yes,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-09-29,Weekend,Yes,Dinner,Dietary,212,209,62.6,32.07,205,3,36.84,7699.56,30.53,Staff Meeting,1,High Waste,3.02,1.57,Rainy,Youth,0.54,Average,8,No,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-04-23,Weekday,Yes,Breakfast,Regular,102,103,30.06,29.95,201,1,31.07,3200.21,0.11,Holiday,2,High Waste,0.19,0.18,Cloudy,Adults,0.38,Average,8,No,Tasty but less,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-07-13,Weekend,No,Breakfast,Dietary,124,134,56.02,33.85,258,2,40.96,5488.64,22.17,Holiday,4,High Waste,4.84,1.78,Rainy,Youth,0.66,Poor,8,Yes,Tasty but less,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-02,Weekend,Yes,Dinner,Dietary,221,204,51.72,50.33,313,2,29.96,6111.84,1.39,Staff Meeting,1,Minimal Waste,3.04,2.85,Cloudy,Elderly,0.56,Good,7,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-10-19,Weekend,No,Breakfast,Dietary,205,209,34.89,33.51,314,2,44.96,9396.64,1.38,No Event,4,High Waste,3.11,0.87,Windy,Elderly,0.35,Average,7,Yes,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-09-25,Weekday,Yes,Lunch,Regular,101,118,41.1,29.63,324,2,44.3,5227.4,11.47,Sports Day,2,High Waste,4.52,2.28,Windy,Adults,0.5,Poor,10,No,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-04,Weekend,Yes,Breakfast,Special,204,192,66.28,64.25,233,2,39.06,7499.52,2.03,Sports Day,2,Minimal Waste,3.9,0.86,Windy,Adults,0.29,Poor,9,No,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-08-19,Weekday,Yes,Breakfast,Regular,140,139,47.63,33.53,350,1,33.11,4602.29,14.1,Sports Day,5,High Waste,4.32,0.67,Sunny,Elderly,0.76,Poor,9,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-09-08,Weekend,No,Breakfast,Dietary,207,184,45.89,35.69,340,2,32.0,5888.0,10.2,Staff Meeting,2,Minimal Waste,2.2,1.99,Windy,Adults,0.34,Poor,10,No,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-09-14,Weekend,No,Lunch,Regular,109,118,38.29,37.8,298,1,10.56,1246.08,0.49,Sports Day,3,Minimal Waste,3.24,2.4,Cloudy,Youth,0.43,Poor,7,Yes,Tasty but less,Positive,Yes,No,Increase portions slightly for high energy consumption.
2024-08-22,Weekday,Yes,Breakfast,Dietary,250,231,49.56,35.55,237,4,28.02,6472.62,14.01,Sports Day,4,Minimal Waste,2.77,1.11,Sunny,Elderly,0.27,Poor,9,No,Tasty but less,Positive,No,No,Increase portions slightly for high energy consumption.
2024-08-28,Weekday,Yes,Lunch,Regular,154,141,39.49,26.02,270,2,42.33,5968.53,13.47,Sports Day,2,Minimal Waste,2.74,2.32,Sunny,Youth,0.67,Good,8,Yes,Good food,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-10-08,Weekday,No,Lunch,Dietary,132,141,63.41,49.15,240,4,22.34,3149.94,14.26,No Event,3,Moderate Waste,0.46,0.34,Sunny,Elderly,0.71,Poor,7,No,Average experience,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-02-05,Weekday,Yes,Breakfast,Dietary,163,150,54.48,49.09,248,1,18.7,2805.0,5.39,Sports Day,1,Moderate Waste,1.39,1.09,Rainy,Elderly,0.65,Poor,9,Yes,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-06-01,Weekend,No,Lunch,Dietary,227,224,45.96,44.75,342,2,35.61,7976.64,1.21,Holiday,2,Moderate Waste,1.14,0.8,Cloudy,Adults,0.7,Good,10,No,Good food,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-06-27,Weekday,Yes,Breakfast,Special,238,232,39.83,25.3,202,1,45.49,10553.68,14.53,Sports Day,1,Moderate Waste,0.7,0.15,Rainy,Youth,0.41,Average,9,No,Good food,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-05-04,Weekend,Yes,Breakfast,Regular,229,241,59.23,35.84,347,4,30.73,7405.93,23.39,Sports Day,5,Moderate Waste,4.48,4.38,Rainy,Youth,0.57,Average,7,No,Average experience,Neutral,Yes,No,Increase portions slightly for high energy consumption.
2024-09-07,Weekend,No,Breakfast,Regular,218,197,57.19,37.01,346,3,20.35,4008.95,20.18,Staff Meeting,3,High Waste,1.45,1.19,Rainy,Elderly,0.78,Good,7,Yes,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-03-08,Weekday,Yes,Breakfast,Special,199,217,37.54,30.62,279,4,22.94,4977.98,6.92,Holiday,3,Minimal Waste,1.31,0.67,Rainy,Adults,0.59,Average,8,No,Tasty but less,Positive,Yes,Yes,Consider offering warm food options.
2024-05-25,Weekend,Yes,Breakfast,Special,282,268,58.83,33.76,212,4,28.46,7627.28,25.07,Holiday,2,Minimal Waste,3.12,1.11,Rainy,Elderly,0.32,Good,7,Yes,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
2024-02-22,Weekday,Yes,Breakfast,Dietary,129,134,64.27,37.82,247,5,28.3,3792.2,26.45,No Event,5,Minimal Waste,2.52,1.41,Sunny,Adults,0.58,Poor,7,Yes,Needs improvement,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-11-01,Weekday,No,Lunch,Regular,238,209,48.48,30.22,303,3,28.01,5854.09,18.26,Staff Meeting,3,High Waste,4.72,1.8,Rainy,Elderly,0.69,Average,9,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-06-23,Weekend,No,Dinner,Special,201,186,33.75,25.77,334,4,41.0,7626.0,7.98,Staff Meeting,5,Moderate Waste,2.6,2.06,Rainy,Elderly,0.76,Average,7,Yes,Tasty but less,Positive,No,No,Consider offering warm food options.
2024-10-24,Weekday,Yes,Dinner,Dietary,231,238,65.93,42.86,209,4,23.59,5614.42,23.07,Sports Day,1,Moderate Waste,3.11,2.37,Rainy,Youth,0.57,Poor,7,Yes,Average experience,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-04-08,Weekday,Yes,Lunch,Regular,104,122,63.18,28.96,278,4,21.68,2644.96,34.22,No Event,4,Moderate Waste,3.59,2.82,Cloudy,Elderly,0.64,Poor,9,Yes,Tasty but less,Positive,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-08-26,Weekday,Yes,Dinner,Special,235,240,54.24,47.79,242,1,29.94,7185.6,6.45,Sports Day,3,High Waste,4.41,4.17,Sunny,Youth,0.39,Good,9,No,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-10-26,Weekend,Yes,Dinner,Special,164,150,32.68,26.14,314,4,37.55,5632.5,6.54,Staff Meeting,3,Minimal Waste,4.3,2.73,Rainy,Youth,0.22,Good,9,Yes,Good food,Positive,No,No,Consider offering warm food options.
2024-07-30,Weekday,Yes,Breakfast,Dietary,238,242,43.93,40.97,297,2,34.84,8431.28,2.96,No Event,2,High Waste,2.39,1.46,Sunny,Elderly,0.46,Good,9,Yes,Good food,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-05-19,Weekend,No,Breakfast,Dietary,174,180,58.82,46.82,257,3,38.23,6881.4,12.0,Staff Meeting,4,Moderate Waste,2.38,0.76,Sunny,Elderly,0.61,Good,8,Yes,Needs improvement,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-06-16,Weekend,Yes,Dinner,Special,191,186,33.99,33.21,213,4,27.01,5023.86,0.78,Staff Meeting,3,Moderate Waste,3.03,1.95,Sunny,Elderly,0.71,Average,9,No,Average experience,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-08-27,Weekday,No,Breakfast,Special,200,170,66.55,28.54,223,1,10.73,1824.1,38.01,Holiday,1,Minimal Waste,2.9,0.53,Cloudy,Adults,0.57,Average,10,Yes,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-03-29,Weekday,No,Lunch,Regular,238,250,39.34,39.27,232,5,25.29,6322.5,0.07,Sports Day,5,Moderate Waste,2.11,1.14,Cloudy,Elderly,0.28,Poor,8,Yes,Tasty but less,Positive,Yes,No,Increase portions slightly for high energy consumption.
2024-08-14,Weekday,Yes,Breakfast,Special,259,250,63.52,37.24,297,3,43.1,10775.0,26.28,No Event,2,High Waste,0.34,0.17,Rainy,Adults,0.77,Average,7,No,Needs improvement,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-10,Weekend,Yes,Lunch,Regular,112,103,49.86,44.06,331,1,49.23,5070.69,5.8,No Event,2,Minimal Waste,3.06,0.2,Windy,Adults,0.34,Poor,9,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-07-19,Weekday,No,Lunch,Special,137,129,65.71,38.29,262,1,27.48,3544.92,27.42,Staff Meeting,3,Minimal Waste,2.61,2.15,Windy,Elderly,0.32,Poor,10,Yes,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-08-28,Weekday,Yes,Lunch,Regular,151,153,39.66,34.98,301,4,45.0,6885.0,4.68,Sports Day,3,Moderate Waste,4.22,2.09,Rainy,Elderly,0.29,Average,9,No,Tasty but less,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-05-14,Weekday,No,Breakfast,Regular,195,173,43.35,27.92,253,3,38.45,6651.85,15.43,No Event,5,Moderate Waste,2.29,2.06,Windy,Youth,0.41,Good,9,Yes,Average experience,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-10-28,Weekday,No,Breakfast,Regular,140,140,65.65,60.88,341,3,12.12,1696.8,4.77,No Event,5,Moderate Waste,3.91,2.59,Rainy,Adults,0.24,Average,8,No,Good food,Positive,No,No,Consider offering warm food options.
2024-07-04,Weekday,Yes,Breakfast,Special,160,174,32.28,30.31,334,2,39.53,6878.22,1.97,Holiday,4,Moderate Waste,2.32,1.18,Rainy,Elderly,0.22,Average,10,Yes,Average experience,Neutral,Yes,Yes,Consider offering warm food options.
2024-05-16,Weekday,Yes,Breakfast,Dietary,120,93,31.01,26.87,312,3,19.26,1791.18,4.14,Sports Day,1,Minimal Waste,0.6,0.22,Cloudy,Adults,0.52,Good,8,Yes,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-11-06,Weekday,Yes,Breakfast,Regular,218,217,41.07,35.17,288,3,32.81,7119.77,5.9,No Event,5,Moderate Waste,0.48,0.17,Sunny,Adults,0.49,Poor,10,Yes,Average experience,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-06-30,Weekend,Yes,Dinner,Dietary,134,128,35.7,30.23,246,1,33.97,4348.16,5.47,Sports Day,2,Moderate Waste,0.25,0.23,Cloudy,Adults,0.48,Poor,7,Yes,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-08-28,Weekday,Yes,Dinner,Dietary,163,134,57.28,26.34,311,4,33.39,4474.26,30.94,Holiday,4,High Waste,3.34,2.84,Windy,Adults,0.48,Average,10,Yes,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-09-30,Weekday,No,Dinner,Dietary,148,128,34.77,27.96,323,5,32.45,4153.6,6.81,Holiday,4,High Waste,4.03,0.2,Windy,Adults,0.55,Poor,7,Yes,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-09-14,Weekend,No,Breakfast,Regular,106,90,42.92,30.63,249,2,11.07,996.3,12.29,Staff Meeting,1,Minimal Waste,1.1,0.46,Windy,Youth,0.21,Average,9,Yes,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-03-04,Weekday,No,Dinner,Dietary,242,242,68.29,35.01,347,2,32.19,7789.98,33.28,Sports Day,1,Minimal Waste,0.79,0.72,Rainy,Youth,0.79,Good,10,No,Average experience,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-07-02,Weekday,No,Breakfast,Regular,178,189,47.58,46.67,224,4,28.27,5343.03,0.91,Staff Meeting,3,Moderate Waste,0.41,0.39,Windy,Elderly,0.21,Good,8,Yes,Good food,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-04-16,Weekday,Yes,Lunch,Dietary,140,148,53.15,36.17,350,3,17.61,2606.28,16.98,No Event,4,Moderate Waste,0.6,0.18,Sunny,Youth,0.5,Poor,9,No,Needs improvement,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-10-29,Weekday,Yes,Breakfast,Regular,107,93,45.13,31.66,287,4,44.01,4092.93,13.47,Holiday,2,Minimal Waste,4.42,0.92,Windy,Adults,0.38,Average,10,No,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-10-16,Weekday,Yes,Breakfast,Special,183,200,60.6,42.91,281,3,28.65,5730.0,17.69,Sports Day,3,High Waste,0.5,0.15,Cloudy,Elderly,0.21,Poor,8,No,Tasty but less,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-08-02,Weekday,Yes,Dinner,Special,175,152,42.85,41.62,232,2,37.65,5722.8,1.23,Staff Meeting,2,High Waste,3.37,2.23,Cloudy,Adults,0.38,Poor,7,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-04-28,Weekend,Yes,Breakfast,Special,240,217,62.93,35.9,269,3,37.82,8206.94,27.03,No Event,5,High Waste,4.2,4.11,Cloudy,Adults,0.29,Average,10,Yes,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-10-02,Weekday,Yes,Breakfast,Regular,109,99,69.95,61.84,299,4,14.94,1479.06,8.11,Sports Day,2,High Waste,3.39,2.47,Sunny,Youth,0.79,Average,9,Yes,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-04-13,Weekend,No,Lunch,Dietary,102,103,61.68,28.93,280,1,37.35,3847.05,32.75,Staff Meeting,4,Minimal Waste,3.81,3.05,Cloudy,Adults,0.43,Poor,7,No,Average experience,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-04-21,Weekend,Yes,Lunch,Special,248,239,52.65,38.01,233,5,48.2,11519.8,14.64,Staff Meeting,1,Moderate Waste,2.01,1.45,Cloudy,Elderly,0.26,Average,10,Yes,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-06-16,Weekend,No,Dinner,Regular,207,214,69.58,65.72,309,5,16.55,3541.7,3.86,Sports Day,1,High Waste,1.27,0.43,Rainy,Adults,0.7,Average,8,No,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-09,Weekday,No,Lunch,Regular,245,247,57.25,50.98,291,1,38.08,9405.76,6.27,Sports Day,4,Moderate Waste,2.2,1.74,Cloudy,Youth,0.58,Good,10,Yes,Needs improvement,Neutral,Yes,No,Increase portions slightly for high energy consumption.
2024-08-25,Weekend,No,Dinner,Dietary,163,151,64.12,40.28,298,4,23.04,3479.04,23.84,Staff Meeting,1,Minimal Waste,4.38,1.52,Rainy,Adults,0.46,Poor,9,No,Needs improvement,Neutral,No,Yes,Consider changing the menu or improving food quality.
2024-09-08,Weekend,Yes,Breakfast,Regular,108,110,66.89,43.5,304,4,18.59,2044.9,23.39,Holiday,1,High Waste,2.44,1.86,Cloudy,Elderly,0.24,Average,10,No,Needs improvement,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-10-20,Weekend,No,Breakfast,Special,278,254,53.83,26.13,309,5,49.8,12649.2,27.7,Holiday,1,Moderate Waste,0.96,0.21,Sunny,Adults,0.69,Average,7,Yes,Good food,Positive,No,No,Consider changing the menu or improving food quality.
2024-04-26,Weekday,No,Dinner,Special,179,192,41.03,40.86,346,3,39.32,7549.44,0.17,Staff Meeting,4,Moderate Waste,1.76,0.43,Rainy,Elderly,0.56,Average,9,Yes,Good food,Positive,Yes,No,Consider offering warm food options.
2024-03-18,Weekday,Yes,Breakfast,Regular,146,152,63.38,48.23,322,2,22.85,3473.2,15.15,Sports Day,1,Moderate Waste,1.11,0.19,Rainy,Elderly,0.57,Average,9,No,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-01-21,Weekend,No,Lunch,Regular,168,138,58.02,32.67,280,1,26.7,3684.6,25.35,Holiday,1,Minimal Waste,2.77,1.71,Sunny,Elderly,0.52,Average,10,Yes,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-01-27,Weekend,Yes,Dinner,Special,223,199,67.45,32.83,332,3,29.85,5940.15,34.62,Staff Meeting,4,Minimal Waste,2.27,1.68,Cloudy,Youth,0.47,Poor,9,Yes,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-04-07,Weekend,Yes,Breakfast,Special,211,188,69.1,56.96,282,5,40.03,7525.64,12.14,Sports Day,1,Moderate Waste,1.08,0.1,Cloudy,Adults,0.27,Good,7,Yes,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
